,candidate,words,tags,tags_fixed
1012,stage whisper,"‘ She 's supposed to be a virgin , ’ Zelah explained in a stage whisper , ‘ but I would not like to bet on that one . ’",O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1013,stage whisper,"Anna tugged at his sleeve to bring Preston 's ear nearer to her mouth and enquired in a stage whisper , ‘ Daddy , is it a bird ? ’",O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1014,stage whisper,"And then he switched abruptly from practicalities , quoting in a stage whisper : ‘ And I saw a new Heaven and a new earth ; for the first Heaven and the first earth were passed away : and there was no more sea . ’",O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1015,stage whisper,"I told you so , John , ’ he added in a stage whisper .",O O O O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
1016,stage whisper,""" You will notice that we are standing to the left of the throne , "" said the governor , addressing Joseph and his mother in a stage whisper .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
1017,stage whisper,"These , explained Balvinder in his ( characteristically loud ) stage whisper , were the khalifas , the headmen of the partridge fights .",O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1018,stage whisper,"At one wedding the bridegroom and best man were standing on the wrong place , with the best man prompting a tongue-tied groom in a stage whisper .",O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
1019,stage whisper,Gloria leaned forward and dropped her voice to a hoarse stage whisper .,O O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
1020,stage whisper,"‘ Lovely little person , ’ said the Dame in a stage whisper .",O O O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
1021,stage whisper,"‘ He is asking how much her daughter charges , ’ Lambert said in a stage whisper .",O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
1022,stand [pron] test of time,"We believe that it is not fair , it is not practical , and it will not stand the test of time .",O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
1023,stand [pron] test of time,An author obviously dedicated to his art and expert enough to share his knowledge with the world has given us what should be the standard on the line which will stand the test of time .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
1024,stand [pron] test of time,"It challenges us to express our dreams in buildings which will stand the test of time , for they are the gravestones of our generation .",O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1025,stand [pron] test of time,"Rightly , few of the hypotheses examined in this book will stand the test of time but it will have achieved its aim if it provides a foothold for fellow students who also appreciate the need to abandon what may glibly be characterised as the ‘ Beowulf and brooches ’ approach .",O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1026,stand [pron] test of time,"Although the details of their theory are now seen to be clearly wrong , their insight , that different parts of the brain are responsible for different processes , has stood the test of time and research and informs much of our current understanding of the brain .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1027,stand [pron] test of time,The performances have not stood the test of time ; a successor would be very welcome .,O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1028,stand [pron] test of time,"Unlike so many others , a Swan stands the tests of time well .",O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
1029,stick to [pron] guns,"The rector , having made a beginning , stuck to his guns manfully .",O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
1030,stick to [pron] guns,Customer sticks to his guns,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM,"[0, 1, 1, 1, 1]"
1031,stick to [pron] guns,And we were down to sixty seconds when the referee did Watford another favour spotting an elbow in the face and sticking to his guns .,O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
1032,stick to [pron] guns,You got it right and you stuck to your guns and cos I 'm put a little doubt in your mind you changed .,O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1033,stick to [pron] guns,This may be easier said than done but if you have a clear idea of the purpose of the meeting and have prepared a thorough list of everything you want to know then you must stick to your guns and carry on relentlessly until you have worked your way through it .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1034,stick to [pron] guns,"It stuck to its guns on pricing , listing the client-side Solaris Desktop at $800 in single quantities .",O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1035,stick to [pron] guns,"His foremost maxim — of never admitting defeat , of sticking to your guns through thick and thin — came to his aid and offered the first shreds of comfort since the unpleasantness of the night before .",O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1036,stick to [pron] guns,"‘ Body Exit Mind ’ is the sound of a band sticking to their guns , no matter the tidal wave of opposition .",O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1037,stick to [pron] guns,"I think this year it is interesting that , despite the fact that we have that major concern of the catchment area , we have stuck to our guns on the curriculum talks .",O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
1038,stick to [pron] guns,"Well , I stuck to my guns .",O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 1, 1, 1, 1, 0]"
1039,stick to [pron] guns,stuck by your guns .,B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[1, 1, 1, 1, 0]"
1040,stick to [pron] guns,"If the military really believes in the justification of its exclusive stance , then let it stick to its guns and prosecute me for my actions .",O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
1041,stick to [pron] guns,They tried to make Daniel a ward of court — but Mrs Stoneman stuck to her guns .,O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
1042,stick to [pron] guns,"And there was great admiration for Livingstone 's transparent honesty , self-effacing modesty and determination to stick to his guns .",O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
1043,stick to [pron] guns,"He went on , ‘ If it had not been for Bertha sticking to her guns over the question of the house , I 'd have been married to Doreen by now — and that would have been a disaster . ’",O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1044,stick to [pron] guns,"I can decide how I am going to act , stick to my guns , and ignore the consequences .",O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
1045,stick to [pron] guns,Sticking to his guns in the face of this majestic broadside called for courage and skill .,B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1046,stick to [pron] guns,We will be sticking to our guns . ’,O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 0, 1, 1, 1, 1, 0, 0]"
1047,stick to [pron] guns,The clubs should have stuck to their guns .,O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 1, 1, 1, 1, 0]"
1048,stiff upper lip,"Herbert Hobden ( Holzinger ) tried hard to keep a stiff upper lip as he was introduced , with his ten-year-old sister , to his new home :",O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1049,stiff upper lip,The Ulster Unionist security spokesman maintained a stiff upper lip as he had his moustache shaved off — for charity .,O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1050,stiff upper lip,"So please , leave the stiff upper lip to one side , at home at least .",O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1051,stiff upper lip,"All her life she had played it safe , done what others expected of her , hidden her emotions behind the stiff upper lip the Colonel was so fond of , played the straight bat he always wanted her to .",O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1052,stiff upper lip,"Violence was entirely foreign to the nation and its people who were renowned for fair play , sang froid and the stiff upper lip .",O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
1053,stiff upper lip,"My father , torn between allegiance to The Wife or the Monarch , remained standing to attention , biting his stiff upper lip .",O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
1054,stiff upper lip,And yet so many people are pleased with the way they manage to hide their emotions — to maintain that ‘ stiff upper lip ’ of which men in particular seem to be so proud .,O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1055,stiff upper lip,"Back by the regatta , the picnic lunches are in full swing — with typical British stiff upper lip , everyone 's eating outdoors and ignoring the less than summery weather .",O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1056,stiff upper lip,The passionate concern for their fellow countrymen shown by the French contrasted sharply with the stiff upper lip of the British .,O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
1057,stiff upper lip,Paul did not keep a stiff upper lip because that was the way that he thought that Christians should behave .,O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1058,stiff upper lip,"To fight for King and Country ; to keep a stiff upper lip and a devil-may-care sangfroid , no matter if he were scared shitless .",O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1059,stiff upper lip,And their advice to John Major in his hour of crisis was to maintain a typically British stiff upper lip .,O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
1060,stiff upper lip,"Stiff upper lip , crystal cut accent , county pursuits , castles and crowns and being ever so proper .",B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1061,stiff upper lip,"‘ STIFF upper lip , old boy , ’ said Sir Pangloss Broadbum , reinforcing his seasoned nerves with a gulp of scotch and soda .",O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1062,stiff upper lip,Officers ' stiff upper lips have trembled as they resort to psychobabble about teaching their boys to ‘ confront their feelings ’ .,O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1063,stiff upper lip,"What is extraordinary is that it is taking off in England — the land of the Stiff Upper Lip , where the primary emotion often seems to be fear of embarrassment .",O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1064,stir up [pron] hornets' nest,"As might be expected , the move has stirred up a hornet 's nest of academic fear and loathing against USL and has created a cadre of naive tech weenies ready to form a lynch mob .",O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1065,stir up [pron] hornets' nest,"but of course , it had kind of stirred up a hornets ' nest !",O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
1066,stir up [pron] hornets' nest,"‘ We 're not trying to stir up a hornet 's nest but we do want to let everyone know what we 're trying to achieve , ’ campaign spokesman Steve Melia said .",O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1067,stir up [pron] hornets' nest,"For the moment , he was canny enough to see the wisdom of keeping his stepson sweet , and that would not be achieved by stirring up a hornets ' nest .",O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
1068,strike [pron] chord,But somehow her mother 's words had struck a chord .,O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
1069,strike [pron] chord,"The truth is that , like the traditional denim jean , workwear will strike a chord with those who want a certain amount of style without the risk of being labelled a fashion fool .",O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1070,strike [pron] chord,"They returned to India a fortnight later , but when Norris was shot only hours after he had entertained the players with a convivial cocktail party at his private residence , the violence struck a personal chord .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
1071,strike [pron] chord,"His signal achievement at Chanel has been to take all the familiar Chanel ideas , the neat , gilt buttoned suit , the chain handbags , the bows , the camellias , throw them up in the air , alter their proportions , and re-make the look invented by Coco for Twenties flappers , so that it strikes a new chord .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
1072,strike [pron] chord,But throughout his travels little strikes a chord with his own diminished Indian-ness .,O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
1073,strike [pron] chord,"But Sister Souljah obviously strikes a chord in Liverpool , a city which contains both the oldest black community in Britain and some of the worst racism .",O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1074,strike [pron] chord,"And behind all the ethnic and sociological and other religious elements , there is something very deep , and this struck a deep chord with me .",O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
1075,strike [pron] chord,"Something about the words that I use , and the way that I deliver them , something about it strikes a low chord in his guts .",O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
1076,strike [pron] chord,The ‘ leading out ’ implied by the name strikes a better chord .,O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
1077,strike [pron] chord,"His wife and his son , however , struck a different chord .",O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
1078,strike [pron] chord,"East London during and just after the war is lovingly portrayed , with an eye and ear for detail which strike a nostalgic chord .",O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
1079,strike [pron] chord,And so the multifaceted style of Elgar 's own readings was absorbed directly or indirectly by a new generation of interpreters — many of them non-British — and the way they painted the music in all its aspects struck a new chord with modern listeners .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
1080,strike [pron] chord,"Strike a chord Until two weeks ago , Mr Lamont was a trusted ally of the Prime Minister , always present when he took the big decisions .",B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1081,strike [pron] chord,"In spite of its violent assaults on the female image , Surrealism 's emphatic anti-academicism and dedication to an art of the interior struck a sympathetic chord in a repressive era when women were demanding the right to work and vote .",O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
